date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m�),PAR (�mol/m�/s),max. PAR (�mol/m�/s),Tlog (degC),OT
2020-01-23 16:10:00,1003.09,3.05,275.97,-1.65,71.1,7.61,5.41,2.2,3.36,5.39,1262.53,1.28,1.96,196.0,0.0,0.0,44.27,91.12,102.32,16.29,426.3
2020-01-23 16:20:00,1003.01,2.67,275.59,-1.77,72.4,7.4,5.36,2.04,3.33,5.34,1264.2,0.94,1.42,211.1,0.0,0.0,27.57,67.95,79.54,16.39,426.4
2020-01-23 16:30:00,1003.02,2.2,275.12,-1.95,73.9,7.16,5.29,1.87,3.29,5.28,1266.4,1.2,1.64,211.6,0.0,0.0,15.9,45.95,55.98,16.42,424.0
2020-01-23 16:40:00,1002.98,1.87,274.8,-2.03,75.2,6.99,5.26,1.73,3.27,5.24,1267.87,1.23,1.6,221.2,0.0,0.0,7.44,27.22,34.94,16.36,423.7
2020-01-23 16:50:00,1002.88,1.72,274.65,-2.09,75.7,6.92,5.24,1.68,3.25,5.22,1268.46,0.8,1.16,214.2,0.0,0.0,2.41,14.48,19.69,16.2,424.3
2020-01-23 17:00:00,1002.79,1.57,274.51,-2.13,76.3,6.84,5.22,1.62,3.24,5.21,1269.05,0.57,1.06,233.3,0.0,0.0,0.0,5.98,9.46,15.97,425.0
2020-01-23 17:10:00,1002.75,1.54,274.48,-2.07,76.8,6.83,5.24,1.58,3.26,5.23,1269.14,0.16,0.48,359.6,0.0,0.0,0.0,2.12,3.09,15.68,427.1
2020-01-23 17:20:00,1002.66,1.44,274.39,-2.12,77.1,6.78,5.23,1.55,3.25,5.21,1269.49,0.27,0.5,31.43,0.0,0.0,0.0,0.0,1.35,15.37,427.0
2020-01-23 17:30:00,1002.51,1.09,274.05,-2.27,78.2,6.61,5.17,1.44,3.21,5.16,1270.94,0.16,0.44,30.63,0.0,0.0,0.0,0.0,0.0,15.05,427.6
2020-01-23 17:40:00,1002.36,0.9,273.87,-2.18,79.8,6.52,5.2,1.32,3.23,5.19,1271.63,0.3,0.74,28.12,0.0,0.0,0.0,0.0,0.0,14.72,432.2
2020-01-23 17:50:00,1002.32,0.84,273.82,-2.17,80.2,6.49,5.21,1.29,3.24,5.2,1271.82,0.59,0.96,39.05,0.0,0.0,0.0,0.0,0.0,14.4,435.7
2020-01-23 18:00:00,1002.34,0.78,273.76,-2.12,80.8,6.47,5.22,1.24,3.25,5.21,1272.12,0.3,0.44,73.5,0.0,0.0,0.0,0.0,0.0,14.08,438.3
2020-01-23 18:10:00,1002.23,0.49,273.47,-2.26,81.7,6.33,5.17,1.16,3.21,5.16,1273.39,0.38,0.68,26.06,0.0,0.0,0.0,0.0,0.0,13.76,435.9
2020-01-23 18:20:00,1002.1,0.17,273.16,-2.43,82.6,6.18,5.11,1.08,3.18,5.1,1274.75,0.54,1.04,220.2,0.0,0.0,0.0,0.0,0.0,13.46,433.6
2020-01-23 18:30:00,1001.97,0.1,273.11,-2.45,82.9,6.15,5.1,1.05,3.17,5.09,1274.89,0.63,1.1,216.5,0.0,0.0,0.0,0.0,0.0,13.17,431.2
2020-01-23 18:40:00,1001.82,-0.01,273.0,-2.52,83.1,6.1,5.07,1.03,3.15,5.06,1275.25,1.06,1.4,224.8,0.0,0.0,0.0,0.0,0.0,12.91,430.2
2020-01-23 18:50:00,1001.77,-0.15,272.87,-2.55,83.8,6.04,5.06,0.98,3.15,5.05,1275.83,1.05,1.44,226.6,0.0,0.0,0.0,0.0,0.0,12.68,430.3
2020-01-23 19:00:00,1001.65,-0.13,272.9,-2.5,84.0,6.05,5.08,0.97,3.16,5.07,1275.57,1.05,1.46,212.2,0.0,0.0,0.0,0.0,0.0,12.47,428.5
2020-01-23 19:10:00,1001.57,-0.19,272.85,-2.55,84.0,6.02,5.06,0.96,3.15,5.05,1275.73,0.44,0.92,189.3,0.0,0.0,0.0,0.0,0.0,12.28,429.0
2020-01-23 19:20:00,1001.54,-0.4,272.64,-2.65,84.7,5.93,5.03,0.91,3.13,5.02,1276.7,0.55,1.48,209.0,0.0,0.0,0.0,0.0,0.0,12.1,429.6
2020-01-23 19:30:00,1001.44,-0.56,272.49,-2.69,85.4,5.86,5.01,0.86,3.12,5.0,1277.33,0.92,1.34,217.1,0.0,0.0,0.0,0.0,0.0,11.93,429.4
2020-01-23 19:40:00,1001.36,-0.56,272.49,-2.63,85.8,5.86,5.03,0.83,3.13,5.02,1277.24,1.05,1.64,227.8,0.0,0.0,0.0,0.0,0.0,11.78,430.4
2020-01-23 19:50:00,1001.36,-0.57,272.49,-2.62,85.9,5.86,5.03,0.83,3.13,5.03,1277.27,0.46,1.1,233.8,0.0,0.0,0.0,0.0,0.0,11.63,431.4
2020-01-23 20:00:00,1001.35,-0.48,272.58,-2.59,85.5,5.9,5.04,0.86,3.14,5.04,1276.8,0.13,0.38,21.46,0.0,0.0,0.0,0.0,0.0,11.49,433.3
2020-01-23 20:10:00,1001.24,-0.66,272.41,-2.87,84.9,5.82,4.94,0.88,3.08,4.94,1277.57,0.11,0.28,354.8,0.0,0.0,0.0,0.0,0.0,11.36,434.8
2020-01-23 20:20:00,1001.11,-1.06,272.02,-2.97,86.8,5.65,4.91,0.75,3.05,4.9,1279.3,0.27,0.64,3.81,0.0,0.0,0.0,0.0,0.0,11.22,433.9
2020-01-23 20:30:00,1001.04,-1.23,271.85,-2.94,88.1,5.58,4.92,0.66,3.06,4.91,1280.02,0.66,1.12,27.73,0.0,0.0,0.0,0.0,0.0,11.08,439.7
2020-01-23 20:40:00,1001.01,-1.47,271.61,-3.02,89.1,5.48,4.89,0.6,3.04,4.88,1281.13,0.41,0.64,49.72,0.0,0.0,0.0,0.0,0.0,10.92,449.1
2020-01-23 20:50:00,1001.05,-1.55,271.53,-3.07,89.3,5.45,4.87,0.58,3.03,4.86,1281.57,0.45,0.98,58.03,0.0,0.0,0.0,0.0,0.0,10.75,455.9
2020-01-23 21:00:00,1001.04,-1.75,271.33,-3.14,90.2,5.37,4.84,0.53,3.02,4.84,1282.51,0.28,0.74,25.29,0.0,0.0,0.0,0.0,0.0,10.58,443.7
2020-01-23 21:10:00,1000.95,-2.01,271.08,-3.37,90.3,5.27,4.76,0.51,2.96,4.75,1283.65,0.34,0.66,206.5,0.0,0.0,0.0,0.0,0.0,10.41,447.3
2020-01-23 21:20:00,1000.93,-2.04,271.05,-3.33,90.8,5.26,4.77,0.48,2.97,4.77,1283.77,0.41,1.0,209.8,0.0,0.0,0.0,0.0,0.0,10.25,441.8
2020-01-23 21:30:00,1000.91,-2.12,270.97,-3.37,91.1,5.22,4.76,0.46,2.96,4.75,1284.15,0.96,1.28,231.3,0.0,0.0,0.0,0.0,0.0,10.12,433.3
2020-01-23 21:40:00,1000.92,-2.15,270.94,-3.36,91.3,5.22,4.76,0.45,2.96,4.76,1284.26,1.32,1.78,214.6,0.0,0.0,0.0,0.0,0.0,9.99,431.6
2020-01-23 21:50:00,1000.93,-2.2,270.89,-3.4,91.4,5.2,4.75,0.45,2.96,4.74,1284.52,1.83,2.2,230.3,0.0,0.0,0.0,0.0,0.0,9.88,431.7
2020-01-23 22:00:00,1000.92,-2.25,270.84,-3.42,91.6,5.18,4.74,0.43,2.95,4.74,1284.75,0.77,1.5,218.9,0.0,0.0,0.0,0.0,0.0,9.78,435.5
2020-01-23 22:10:00,1000.81,-2.18,270.92,-3.27,92.2,5.2,4.8,0.41,2.99,4.79,1284.28,0.35,0.68,151.1,0.0,0.0,0.0,0.0,0.0,9.67,441.3
2020-01-23 22:20:00,1000.79,-2.33,270.77,-3.49,91.7,5.14,4.72,0.43,2.94,4.71,1284.99,0.66,1.14,119.3,0.0,0.0,0.0,0.0,0.0,9.58,449.8
2020-01-23 22:30:00,1000.64,-2.57,270.54,-3.68,92.0,5.05,4.65,0.4,2.89,4.65,1285.97,0.44,0.88,206.7,0.0,0.0,0.0,0.0,0.0,9.49,439.6
2020-01-23 22:40:00,1000.45,-2.69,270.43,-3.73,92.5,5.01,4.63,0.38,2.88,4.63,1286.33,0.66,1.08,238.6,0.0,0.0,0.0,0.0,0.0,9.4,438.3
2020-01-23 22:50:00,1000.32,-2.71,270.42,-3.7,92.9,5.0,4.64,0.35,2.89,4.64,1286.25,0.4,0.84,214.2,0.0,0.0,0.0,0.0,0.0,9.31,436.6
2020-01-23 23:00:00,1000.3,-2.7,270.44,-3.67,93.0,5.01,4.65,0.35,2.9,4.65,1286.15,0.26,0.6,154.8,0.0,0.0,0.0,0.0,0.0,9.23,437.4
2020-01-23 23:10:00,1000.23,-2.86,270.28,-3.88,92.6,4.95,4.58,0.37,2.85,4.58,1286.85,0.32,0.64,186.5,0.0,0.0,0.0,0.0,0.0,9.14,437.5
2020-01-23 23:20:00,1000.2,-3.18,269.97,-4.21,92.5,4.83,4.47,0.36,2.78,4.47,1288.37,1.02,1.96,204.4,0.0,0.0,0.0,0.0,0.0,9.06,437.9
2020-01-23 23:30:00,1000.18,-3.27,269.88,-4.19,93.3,4.8,4.48,0.32,2.79,4.48,1288.78,0.8,1.2,190.8,0.0,0.0,0.0,0.0,0.0,8.98,441.8
2020-01-23 23:40:00,1000.08,-3.38,269.78,-4.28,93.4,4.76,4.44,0.31,2.77,4.44,1289.19,0.49,0.88,171.9,0.0,0.0,0.0,0.0,0.0,8.9,441.5
2020-01-23 23:50:00,1000.07,-3.52,269.64,-4.41,93.5,4.71,4.4,0.31,2.74,4.4,1289.88,0.51,1.02,194.1,0.0,0.0,0.0,0.0,0.0,8.83,439.3
2020-01-24 00:00:00,999.98,-3.52,269.64,-4.36,93.9,4.71,4.42,0.29,2.75,4.42,1289.77,0.73,1.18,190.3,0.0,0.0,0.0,0.0,0.0,8.76,441.8
2020-01-24 00:10:00,999.96,-3.49,269.68,-4.28,94.2,4.72,4.44,0.27,2.77,4.45,1289.56,1.05,1.6,195.5,0.0,0.0,0.0,0.0,0.0,8.69,446.8
2020-01-24 00:20:00,999.93,-3.56,269.6,-4.34,94.3,4.69,4.42,0.27,2.76,4.42,1289.9,0.94,1.58,201.8,0.0,0.0,0.0,0.0,0.0,8.63,445.6
2020-01-24 00:30:00,999.84,-3.51,269.66,-4.23,94.7,4.71,4.46,0.25,2.78,4.46,1289.51,0.49,1.02,204.6,0.0,0.0,0.0,0.0,0.0,8.56,443.2
2020-01-24 00:40:00,999.83,-3.64,269.53,-4.38,94.6,4.66,4.41,0.25,2.75,4.41,1290.17,0.68,1.0,202.2,0.0,0.0,0.0,0.0,0.0,8.51,442.5
2020-01-24 00:50:00,999.8,-3.58,269.6,-4.27,94.9,4.69,4.45,0.24,2.77,4.45,1289.8,0.5,0.72,156.6,0.0,0.0,0.0,0.0,0.0,8.46,440.6
2020-01-24 01:00:00,999.63,-3.68,269.51,-4.41,94.6,4.65,4.4,0.25,2.74,4.4,1290.07,0.38,0.68,154.7,0.0,0.0,0.0,0.0,0.0,8.41,442.5
2020-01-24 01:10:00,999.58,-3.75,269.45,-4.5,94.5,4.63,4.37,0.25,2.73,4.37,1290.35,0.41,0.88,57.54,0.0,0.0,0.0,0.0,0.0,8.36,443.1
2020-01-24 01:20:00,999.47,-3.64,269.56,-4.34,94.9,4.66,4.43,0.24,2.76,4.43,1289.69,0.51,1.22,94.3,0.0,0.0,0.0,0.0,0.0,8.31,442.4
2020-01-24 01:30:00,999.33,-3.5,269.71,-4.27,94.4,4.71,4.45,0.26,2.77,4.45,1288.83,0.18,0.66,126.7,0.0,0.0,0.0,0.0,0.0,8.23,444.6
2020-01-24 01:40:00,999.31,-4.05,269.16,-4.96,93.3,4.52,4.22,0.3,2.63,4.22,1291.54,1.4,1.92,191.9,0.0,0.0,0.0,0.0,0.0,8.14,446.5
2020-01-24 01:50:00,999.22,-4.13,269.09,-4.92,94.2,4.49,4.23,0.26,2.64,4.24,1291.79,0.95,1.32,197.4,0.0,0.0,0.0,0.0,0.0,8.06,443.8
2020-01-24 02:00:00,999.09,-4.15,269.08,-4.92,94.3,4.49,4.23,0.26,2.64,4.24,1291.72,0.69,1.16,170.0,0.0,0.0,0.0,0.0,0.0,7.99,442.6
2020-01-24 02:10:00,999.09,-4.18,269.05,-4.92,94.5,4.48,4.23,0.25,2.64,4.24,1291.86,0.45,1.12,134.3,0.0,0.0,0.0,0.0,0.0,7.93,447.4
2020-01-24 02:20:00,999.01,-3.98,269.26,-4.69,94.7,4.55,4.31,0.24,2.69,4.31,1290.74,0.27,0.8,142.2,0.0,0.0,0.0,0.0,0.0,7.88,446.3
2020-01-24 02:30:00,998.89,-3.97,269.27,-4.76,94.2,4.55,4.29,0.26,2.67,4.29,1290.58,0.29,0.7,154.0,0.0,0.0,0.0,0.0,0.0,7.84,445.0
2020-01-24 02:40:00,998.71,-4.01,269.25,-4.84,93.9,4.54,4.26,0.28,2.66,4.27,1290.54,0.71,1.58,180.1,0.0,0.0,0.0,0.0,0.0,7.79,445.0
2020-01-24 02:50:00,998.67,-4.22,269.05,-5.03,94.0,4.47,4.2,0.27,2.62,4.2,1291.51,0.62,0.96,201.9,0.0,0.0,0.0,0.0,0.0,7.74,442.3
2020-01-24 03:00:00,998.55,-4.57,268.7,-5.43,93.7,4.35,4.07,0.27,2.54,4.08,1293.13,1.0,1.46,199.7,0.0,0.0,0.0,0.0,0.0,7.7,444.2
2020-01-24 03:10:00,998.43,-4.55,268.74,-5.27,94.6,4.36,4.12,0.24,2.57,4.13,1292.82,0.85,1.52,172.0,0.0,0.0,0.0,0.0,0.0,7.66,443.7
2020-01-24 03:20:00,998.34,-4.35,268.94,-5.07,94.7,4.42,4.19,0.23,2.61,4.19,1291.73,1.24,2.16,131.0,0.0,0.0,0.0,0.0,0.0,7.63,446.3
2020-01-24 03:30:00,998.21,-4.32,268.98,-5.04,94.7,4.43,4.2,0.23,2.62,4.2,1291.42,0.95,1.72,128.3,0.0,0.0,0.0,0.0,0.0,7.6,445.9
2020-01-24 03:40:00,998.03,-4.34,268.97,-5.04,94.8,4.42,4.19,0.23,2.62,4.2,1291.27,0.49,1.28,109.8,0.0,0.0,0.0,0.0,0.0,7.57,447.1
2020-01-24 03:50:00,997.88,-4.17,269.16,-4.9,94.6,4.48,4.24,0.24,2.65,4.25,1290.23,0.25,0.58,111.1,0.0,0.0,0.0,0.0,0.0,7.54,446.1
2020-01-24 04:00:00,997.75,-4.29,269.04,-5.15,93.7,4.44,4.16,0.28,2.6,4.17,1290.7,0.31,0.82,154.0,0.0,0.0,0.0,0.0,0.0,7.5,446.9
2020-01-24 04:10:00,997.65,-4.7,268.64,-5.61,93.3,4.3,4.02,0.29,2.51,4.03,1292.6,0.41,0.86,200.3,0.0,0.0,0.0,0.0,0.0,7.45,446.7
2020-01-24 04:20:00,997.62,-4.88,268.46,-5.73,93.7,4.25,3.98,0.27,2.48,3.99,1293.45,0.97,1.34,196.2,0.0,0.0,0.0,0.0,0.0,7.4,449.0
2020-01-24 04:30:00,997.62,-4.93,268.41,-5.74,94.0,4.23,3.98,0.25,2.48,3.99,1293.69,0.72,1.04,161.6,0.0,0.0,0.0,0.0,0.0,7.34,451.2
2020-01-24 04:40:00,997.61,-4.81,268.53,-5.58,94.3,4.27,4.03,0.24,2.51,4.04,1293.08,0.78,1.96,136.1,0.0,0.0,0.0,0.0,0.0,7.3,450.9
2020-01-24 04:50:00,997.52,-4.99,268.36,-5.79,94.1,4.21,3.96,0.25,2.47,3.97,1293.88,1.05,1.56,170.5,0.0,0.0,0.0,0.0,0.0,7.26,450.8
2020-01-24 05:00:00,997.47,-5.11,268.24,-5.87,94.4,4.17,3.94,0.23,2.46,3.95,1294.4,0.9,1.52,189.1,0.0,0.0,0.0,0.0,0.0,7.21,452.3
2020-01-24 05:10:00,997.38,-5.1,268.26,-5.83,94.6,4.18,3.95,0.23,2.47,3.96,1294.22,0.83,1.8,179.3,0.0,0.0,0.0,0.0,0.0,7.18,452.8
2020-01-24 05:20:00,997.36,-5.13,268.23,-5.84,94.7,4.17,3.95,0.22,2.46,3.96,1294.33,0.64,1.84,148.6,0.0,0.0,0.0,0.0,0.0,7.16,453.1
2020-01-24 05:30:00,997.21,-5.16,268.22,-5.87,94.7,4.16,3.94,0.22,2.46,3.95,1294.28,0.56,0.96,138.8,0.0,0.0,0.0,0.0,0.0,7.12,452.1
2020-01-24 05:40:00,997.13,-5.05,268.33,-5.74,94.9,4.19,3.98,0.21,2.48,3.99,1293.66,0.26,0.58,159.8,0.0,0.0,0.0,0.0,0.0,7.09,452.5
2020-01-24 05:50:00,997.09,-5.24,268.14,-6.02,94.2,4.13,3.89,0.24,2.43,3.9,1294.56,0.48,0.98,165.7,0.0,0.0,0.0,0.0,0.0,7.05,452.1
2020-01-24 06:00:00,997.09,-5.32,268.07,-6.08,94.3,4.11,3.87,0.23,2.42,3.88,1294.91,1.0,1.34,198.5,0.0,0.0,0.0,0.0,0.0,7.01,461.9
2020-01-24 06:10:00,997.12,-5.43,267.95,-6.19,94.3,4.07,3.84,0.23,2.4,3.85,1295.52,1.21,1.64,181.3,0.0,0.0,0.0,0.0,0.0,6.96,454.4
2020-01-24 06:20:00,997.1,-5.39,267.99,-6.13,94.5,4.08,3.86,0.22,2.41,3.87,1295.29,1.02,1.72,180.0,0.0,0.0,0.0,0.0,0.0,7.11,455.7
2020-01-24 06:30:00,997.12,-5.39,267.99,-6.13,94.5,4.08,3.86,0.22,2.41,3.87,1295.35,0.49,1.52,185.7,0.0,0.0,0.0,0.0,0.0,7.93,455.7
2020-01-24 06:40:00,997.01,-5.47,267.92,-6.24,94.3,4.06,3.83,0.23,2.39,3.84,1295.6,0.7,1.28,148.1,0.0,0.0,0.0,0.0,0.0,8.85,455.5
2020-01-24 06:50:00,996.9,-5.52,267.88,-6.27,94.4,4.04,3.82,0.23,2.38,3.83,1295.7,0.74,1.3,167.6,0.0,0.0,0.0,0.0,0.0,9.25,454.8
2020-01-24 07:00:00,996.92,-5.21,268.19,-5.91,94.8,4.14,3.93,0.22,2.45,3.94,1294.17,0.42,1.0,115.8,0.0,0.0,0.0,0.0,0.0,9.26,455.4
2020-01-24 07:10:00,997.03,-5.18,268.21,-5.96,94.2,4.15,3.91,0.24,2.44,3.92,1294.15,0.64,1.52,84.7,0.0,0.0,0.0,0.0,0.0,9.11,454.8
2020-01-24 07:20:00,997.05,-5.15,268.23,-5.95,94.1,4.16,3.91,0.25,2.45,3.93,1294.06,0.86,1.36,67.22,0.0,0.0,0.0,0.0,0.0,8.88,452.7
2020-01-24 07:30:00,997.07,-5.02,268.37,-5.79,94.3,4.2,3.96,0.24,2.48,3.97,1293.41,0.68,1.14,31.06,0.0,0.0,0.0,0.0,0.0,8.6,452.3
2020-01-24 07:40:00,996.98,-4.78,268.61,-5.53,94.4,4.28,4.04,0.24,2.52,4.05,1292.11,0.36,1.08,48.33,0.0,0.0,0.0,0.0,1.35,8.3,451.4
2020-01-24 07:50:00,996.99,-4.46,268.94,-5.27,94.0,4.39,4.12,0.26,2.58,4.13,1290.52,0.39,0.88,18.34,0.0,0.0,0.0,1.93,3.09,8.01,451.1
2020-01-24 08:00:00,997.1,-4.35,269.03,-5.21,93.7,4.42,4.14,0.28,2.59,4.15,1290.15,0.26,0.54,83.6,0.0,0.0,0.4,5.79,9.46,7.76,457.2
2020-01-24 08:10:00,997.08,-4.84,268.55,-6.01,91.4,4.26,3.89,0.37,2.43,3.91,1292.59,0.72,1.32,190.3,0.0,0.0,4.02,14.09,19.69,7.55,451.4
2020-01-24 08:20:00,997.0,-5.28,268.12,-6.29,92.5,4.12,3.81,0.31,2.38,3.82,1294.64,1.69,2.0,198.9,0.0,0.0,12.47,25.68,32.05,7.38,446.6
2020-01-24 08:30:00,997.01,-5.22,268.17,-6.15,93.1,4.14,3.85,0.29,2.41,3.86,1294.37,0.73,1.54,173.1,0.0,0.0,14.49,39.58,47.1,7.26,454.5
2020-01-24 08:40:00,997.02,-5.06,268.33,-5.98,93.2,4.19,3.9,0.28,2.44,3.92,1293.56,0.73,1.24,130.2,0.0,0.0,35.01,59.07,74.32,7.17,457.4
2020-01-24 08:50:00,997.1,-4.79,268.6,-5.72,93.1,4.28,3.98,0.3,2.49,3.99,1292.33,0.44,0.74,179.9,0.0,0.0,78.07,90.73,104.83,7.13,459.8
2020-01-24 09:00:00,997.05,-4.6,268.78,-5.67,92.2,4.34,4.0,0.34,2.5,4.01,1291.38,0.59,0.92,193.3,0.0,0.0,90.34,114.29,135.33,7.13,466.8
2020-01-24 09:10:00,997.1,-4.57,268.81,-5.75,91.4,4.35,3.97,0.37,2.48,3.98,1291.31,0.79,1.64,143.1,0.0,0.0,124.75,151.54,169.69,7.19,462.9
2020-01-24 09:20:00,997.13,-4.35,269.03,-5.51,91.6,4.42,4.05,0.37,2.53,4.06,1290.25,0.74,1.32,127.1,0.0,0.0,160.36,189.38,206.56,7.34,466.6
2020-01-24 09:30:00,997.13,-4.15,269.23,-5.53,90.0,4.49,4.04,0.45,2.52,4.05,1289.27,0.97,1.36,151.6,0.0,0.0,187.32,222.59,239.77,7.55,473.5
2020-01-24 09:40:00,997.15,-3.96,269.42,-5.57,88.5,4.55,4.03,0.52,2.52,4.04,1288.4,0.79,1.24,141.2,0.0,0.0,211.07,259.85,280.31,7.81,470.1
2020-01-24 09:50:00,997.25,-3.54,269.83,-5.14,88.6,4.7,4.16,0.54,2.6,4.18,1286.45,0.51,1.54,96.6,0.0,0.0,228.57,297.3,315.06,8.11,462.9
2020-01-24 10:00:00,997.2,-2.82,270.56,-4.78,86.3,4.96,4.28,0.68,2.67,4.29,1282.91,0.56,1.36,181.8,0.0,0.0,237.22,328.38,341.12,8.45,464.2
2020-01-24 10:10:00,997.2,-2.45,270.93,-4.66,84.7,5.1,4.32,0.78,2.7,4.33,1281.12,0.41,0.8,133.6,0.0,0.0,244.87,358.49,374.52,8.81,466.9
2020-01-24 10:20:00,997.22,-2.63,270.75,-4.85,84.6,5.03,4.26,0.77,2.66,4.27,1282.05,0.85,1.32,108.4,0.0,0.0,251.51,388.22,404.63,9.2,463.4
2020-01-24 10:30:00,997.24,-2.31,271.06,-4.46,85.1,5.15,4.38,0.77,2.74,4.4,1280.51,0.66,1.36,134.4,0.0,0.0,258.35,417.76,430.69,9.59,463.6
2020-01-24 10:40:00,997.25,-1.99,271.38,-4.3,84.1,5.28,4.44,0.84,2.77,4.45,1278.97,0.8,1.56,118.2,0.0,0.0,263.58,445.17,458.3,9.98,464.5
2020-01-24 10:50:00,997.22,-1.4,271.98,-3.88,83.1,5.51,4.58,0.93,2.86,4.59,1276.08,0.88,1.7,141.1,0.0,0.0,269.01,480.12,508.49,10.39,462.8
2020-01-24 11:00:00,997.09,-1.24,272.14,-3.76,82.9,5.58,4.62,0.95,2.89,4.64,1275.17,0.64,1.32,107.3,0.0,0.0,276.06,545.75,566.41,10.8,462.4
2020-01-24 11:10:00,996.98,-1.14,272.26,-3.51,83.8,5.62,4.71,0.91,2.94,4.72,1274.48,0.83,1.6,111.6,0.0,0.0,288.33,551.74,560.04,11.21,462.8
2020-01-24 11:20:00,996.89,-0.68,272.72,-3.26,82.6,5.81,4.8,1.01,3.0,4.81,1272.2,0.78,1.8,140.1,0.0,0.0,307.44,567.76,573.74,11.58,458.8
2020-01-24 11:30:00,996.74,-0.28,273.14,-3.09,81.2,5.99,4.86,1.13,3.04,4.88,1270.09,1.36,2.91,150.6,0.0,0.0,347.89,576.06,582.43,11.93,458.7
2020-01-24 11:40:00,996.6,-0.23,273.2,-2.98,81.6,6.01,4.9,1.11,3.06,4.92,1269.66,0.99,2.16,138.3,0.0,0.0,371.43,587.07,592.47,12.27,458.3
2020-01-24 11:50:00,996.46,0.21,273.64,-2.64,81.1,6.2,5.03,1.17,3.14,5.05,1267.4,1.48,2.64,136.0,0.0,0.0,420.72,595.17,599.81,12.6,453.7
2020-01-24 12:00:00,996.44,0.53,273.97,-2.39,80.7,6.35,5.12,1.22,3.2,5.14,1265.85,1.87,3.25,173.7,0.0,0.0,445.47,601.35,604.63,12.91,448.4
2020-01-24 12:10:00,996.46,1.04,274.48,-2.11,79.4,6.59,5.23,1.36,3.27,5.25,1263.46,1.51,3.12,185.4,0.0,0.0,435.01,606.18,611.0,13.21,445.4
2020-01-24 12:20:00,996.33,1.54,274.99,-1.9,77.8,6.83,5.31,1.52,3.32,5.33,1260.95,1.77,2.4,179.7,0.0,0.0,387.53,610.62,616.02,13.48,443.2
2020-01-24 12:30:00,996.17,1.96,275.42,-1.7,76.6,7.04,5.39,1.65,3.37,5.41,1258.78,1.71,2.82,170.2,0.0,0.0,355.94,613.51,616.6,13.74,441.2
2020-01-24 12:40:00,996.16,2.62,276.08,-1.51,74.1,7.38,5.47,1.91,3.42,5.49,1255.72,1.42,2.48,164.5,0.0,0.0,323.34,612.74,615.44,14.01,439.3
2020-01-24 12:50:00,996.14,3.4,276.87,-1.26,71.4,7.8,5.57,2.23,3.48,5.59,1252.11,1.17,2.56,165.6,0.0,0.0,301.81,604.63,609.65,14.29,437.8
2020-01-24 13:00:00,996.05,3.94,277.42,-1.21,68.98,8.1,5.59,2.51,3.5,5.61,1249.53,1.46,2.66,171.2,0.0,0.0,297.99,594.59,604.83,14.6,435.8
2020-01-24 13:10:00,995.93,4.03,277.51,-1.38,67.71,8.15,5.52,2.63,3.45,5.54,1249.03,2.26,3.08,173.2,0.0,0.0,296.18,591.12,596.33,14.95,432.7
2020-01-24 13:20:00,995.87,4.2,277.68,-1.37,66.95,8.25,5.52,2.73,3.46,5.55,1248.19,1.93,3.0,159.8,0.0,0.0,290.95,581.66,586.87,15.33,431.6
2020-01-24 13:30:00,995.83,4.51,278.0,-1.3,65.83,8.43,5.55,2.88,3.47,5.57,1246.72,1.98,3.12,158.5,0.0,0.0,283.5,566.6,572.39,15.72,431.3
2020-01-24 13:40:00,995.7,4.78,278.28,-1.3,64.59,8.6,5.55,3.04,3.48,5.58,1245.35,1.81,2.8,157.5,0.0,0.0,275.65,550.58,558.88,16.11,431.2
2020-01-24 13:50:00,995.63,4.85,278.36,-1.43,63.67,8.64,5.5,3.14,3.44,5.52,1244.97,2.35,3.32,146.4,0.0,0.0,267.4,532.63,542.28,16.5,430.9
2020-01-24 14:00:00,995.57,4.79,278.3,-1.41,64.05,8.6,5.51,3.09,3.45,5.53,1245.17,2.11,3.0,156.3,0.0,0.0,256.54,509.65,521.04,16.89,430.9
2020-01-24 14:10:00,995.41,4.63,278.15,-1.44,64.6,8.51,5.49,3.01,3.44,5.52,1245.69,2.29,3.22,157.9,0.0,0.0,245.67,485.52,497.1,17.25,430.8
2020-01-24 14:20:00,995.31,4.68,278.21,-1.41,64.52,8.54,5.51,3.03,3.45,5.53,1245.33,1.95,3.0,170.9,0.0,0.0,233.8,461.78,472.39,17.59,430.7
2020-01-24 14:30:00,995.13,4.76,278.31,-1.39,64.27,8.58,5.52,3.07,3.45,5.54,1244.75,1.69,3.0,161.0,0.0,0.0,220.52,435.91,450.77,17.88,430.6
2020-01-24 14:40:00,994.98,4.79,278.35,-1.37,64.25,8.6,5.52,3.07,3.46,5.55,1244.43,2.12,3.32,173.4,0.0,0.0,206.84,406.56,420.46,18.14,430.1
2020-01-24 14:50:00,994.88,4.83,278.4,-1.37,64.05,8.62,5.52,3.1,3.46,5.55,1244.12,2.01,2.68,127.4,0.0,0.0,191.15,375.29,393.44,18.37,430.1
2020-01-24 15:00:00,994.93,4.8,278.36,-1.37,64.16,8.61,5.52,3.08,3.46,5.55,1244.31,1.74,2.56,114.8,0.0,0.0,173.24,338.61,356.56,18.57,429.8
